Mindat Locality ID,Latitude & Longitude,Altitude,Type,Köppen climate type,Mineral,Category
188887,"46.19742,8.13984",1006,Village,Subarctic climate,Chalcopyrite,PHOSPHATE
29314,"46.79556,6.52056",756,Group of Quarries (Abandoned) - last checked 2023,Temperate oceanic climate,Calcite,CARBONATE
29199,"46.40924,8.11506",1757,Creek,Subarctic climate,Epistilbite,SILICATE
188954,"46.32444,9.70139",2447,Glacier,Tundra,Uranopolycrase,SONSTIGES
127199,"46.23917,7.65389",2986,Unknown,Tundra,Pyrite,SULFIDE
191657,"46.62694,10.25028",2620,Mountain,Tundra,Rosasite,CALCIT
35157,"46.53889,8.51944",2908,Peak,Tundra,Stilbite,SULFATE_UND_HYDROXIDE
246463,"46.01441,8.86157",571,Unknown,Subarctic climate,Calcite,CARBONATE
105794,"46.67417,8.64195",2821,Mountain,Tundra,Albite,FELDSPAT
68879,"46.17194,7.37083",2293,Unknown,Tundra,Apatite,QUARTZ
13708,"46.29657,8.61876",388,Group of Quarries,Subarctic climate,Pyrrhotite,SULFIDE
191395,"46.24131,9.07996",564,Valley,Subarctic climate,Vigezzite,SULFATE_UND_HYDROXIDE
3213,"46.64417,8.70917",1673,Gorge,Tundra,Smoky Quartz,QUARTZ
193402,"46.70917,8.98972",2008,Mountain,Tundra,Acanthite,ARSENATE
133214,"46.42228,9.78369",2325,Deposit,Tundra,Pyrite,SULFIDE
4633,"46.26833,8.08583",3007,Unknown,Subarctic climate,Ganterite,SILICATE
188628,"46.73722,9.22972",1076,Occurrence,Tundra,Calcite,CARBONATE
3222,"46.43306,8.77694",2871,Mountain,Subarctic climate,Kyanite,ALUMINIUM_SILIKATE
22190,"46.54639,9.46222",2153,Mine,Tundra,Strontium-bearing Baryte,CARBONATE
188955,"46.22722,9.04778",255,Unknown,Subarctic climate,Ilmenite,OXIDE
134619,"46.53444,9.46444",2808,Mountain,Tundra,Azurite,PHOSPHATE
193529,"46.63452,8.62629",1916,Unknown,Tundra,Schorl,SILICATE
134097,"46.16188,7.60264",2012,Mine,Tundra,Chalcopyrite,PHOSPHATE
191418,"46.07973,7.13043",723,Mine,Tundra,Epidote,SILICATE
188630,"46.34167,9.61056",1179,Gully,Tundra,Parauranophane,URANMINERALE
3211,"46.55333,9.64694",2143,Mine (Abandoned) - last checked 2023,Tundra,Falottaite,CARBONATE
16292,"46.22525,7.17897",1809,Unknown,Tundra,Gypsum,SULFATE_UND_HYDROXIDE
341186,"46.42847,9.63701",2340,Deposit,Tundra,Chalcopyrite,PHOSPHATE
245669,"46.84876,9.44671",1106,Prospect,Tundra,Tennantite-Tetrahedrite Series,PHOSPHATE
29322,"46.84778,9.43667",1244,Mine,Tundra,Albite,FELDSPAT
123472,"46.44914,8.26452",1629,Valley,Subarctic climate,Calcite,CARBONATE
424885,"46.68782,7.35603",1232,Scree Slope,Temperate oceanic climate,Bitumen,SULFATE_UND_HYDROXIDE
133204,"46.59078,8.80375",1809,Mountain,Tundra,K Feldspar,FELDSPAT
417927,"46.39129,9.17631",2321,Mountain,Subarctic climate,Glaucophane,AMPHIBOLE
191625,"46.15111,7.45389",1045,Unknown,Tundra,Leadhillite,SULFIDE
253255,"46.10945,7.54897",3049,Mountain,Tundra,Hydroxylapatite,PHOSPHATE
302686,"46.26714,9.20413",1168,Unknown,Subarctic climate,Diopside,SILICATE
122681,"46.68711,9.53261",914,Outcrop,Tundra,Rectorite,SILICATE
134118,"47.06448,9.18338",1878,Mine (Inactive) - last checked 2020,Temperate oceanic climate,Chlorite,CHLORIT
245916,"46.33460,10.00786",2293,Mountain Area,Tundra,Fluorite,SONSTIGE
43246,"46.22449,7.71244",1771,Valley,Tundra,Ramsdellite,OXIDE
69716,"45.95156,8.92502",637,Quarry,Temperate oceanic climate,Zinnwaldite,SILICATE
106974,"46.61250,8.41694",3482,Mountain,Subarctic climate,Microcline,FELDSPAT
253688,"46.13195,7.85802",3433,Glacier,Tundra,Brookite,SONSTIGE
191711,"46.02617,7.48203",1993,Valley,Tundra,Diopside,SILICATE
134067,"46.30197,10.02993",1757,Hamlet,Tundra,Topazolite,SILICATE
302435,"46.25500,9.22694",1256,Valley,Subarctic climate,Tremolite,SULFIDE
134057,"46.23544,7.59054",1795,Mine,Tundra,Pyrite,SULFIDE
122688,"46.03748,7.18409",2386,Unknown,Tundra,Zálesíite,URANMINERALE
122690,"46.16474,7.61815",1721,Mine,Tundra,Maucherite,SILICATE
133227,"46.62741,9.48154",2170,Mine,Tundra,Chalcopyrite,PHOSPHATE
56467,"46.10918,7.25686",2318,Group of Mines,Tundra,Chalcopyrite,PHOSPHATE
193412,"46.02617,7.48109",2039,Village,Tundra,Diopside,SILICATE
3229,"46.44624,8.49302",2653,Unknown,Subarctic climate,Biotite,GLIMMER
133396,"46.33846,9.72451",3142,Mountain,Tundra,Almandine,SILICATE
245915,"46.39004,10.01357",2933,Mountain,Tundra,Brookite,SONSTIGE
107720,"46.40750,8.15639",1241,Unknown,Subarctic climate,Fuchsite,CHLORIT
27322),"46.28328,9.99963",3031,Peak,Tundra,Calcite,CARBONATE
3233,"46.21667,7.60000",1607,Mine,Tundra,Theisite,SULFATE_UND_HYDROXIDE
134088,"46.23314,7.61573",2338,Vein,Tundra,Covellite,SULFIDE
191386,"46.84079,8.76666",1200,Valley,Tundra,Albite,FELDSPAT
132095,"46.57250,8.41500",2413,Mountain Area,Subarctic climate,Clinozoisite,SILICATE
134041,"46.05435,7.11073",2521,Slope,Tundra,Axinite,SILICATE
65693,"46.01285,7.84230",2950,Mountain Range,Tundra,Diopside,SILICATE
133973,"46.84426,9.82552",2250,Alpine Pasture,Tundra,Clinochrysotile,CHLORIT
191651,"46.53286,9.49798",2516,Unknown,Tundra,Jacobsite,OXIDE
122696,"46.11527,8.69592",394,Valley,Subarctic climate,Marcasite,SULFIDE
134413,"46.56194,8.58139",2664,Mountain,Tundra,Pericline,FELDSPAT
5818,"46.07007,6.97271",1087,Unknown,Temperate oceanic climate,Monazite,SILICATE
133275,"46.51806,8.88500",1427,Unknown,Tundra,Gersdorffite,PHOSPHATE
105911,"46.45944,8.71917",2620,Mountain Area,Subarctic climate,Meionite,FELDSPAT
4633,"46.26833,8.08583",3007,Unknown,Subarctic climate,Armenite,SILICATE
7758,"46.69243,8.70162",2441,Valley,Tundra,Smoky Quartz,QUARTZ
72012,"46.22991,8.98452",1449,Mountain,Subarctic climate,Chromium-bearing Diopside,SULFIDE
10231,"46.21667,7.60000",1607,Mine,Tundra,Bismuthinite,SULFIDE
3221,"46.32476,8.00722",696,Tunnel,Subarctic climate,Goyazite,CHLORIT
134425,"46.34667,9.71833",2937,Group of Pegmatites,Tundra,Scolecite,SILICATE
134086,"46.23765,7.63596",2553,Mine (Abandoned) - last checked 2020,Tundra,Albite,FELDSPAT
245927),"46.28694,9.99833",2787,Slope,Tundra,Galena,SULFIDE
134453,"46.68694,8.83194",1309,Road Cutting,Tundra,Gold,METALLE_UND_LEGIERUNGEN
29314,"46.79556,6.52056",797,Group of Quarries (Abandoned) - last checked 2023,Temperate oceanic climate,Pyrite,SULFIDE
121017,"45.92778,7.78528",4027,Mountain,Subarctic climate,Magnetite,SULFIDE
59804,"46.57694,8.72806",2930,Unknown,Tundra,Aeschynite,SILICATE
122628,"46.26083,7.02917",492,Mine,Tundra,Hydromagnesite,SULFATE_UND_HYDROXIDE
3225,"46.54278,8.54750",2695,Mountain,Tundra,Xenotime,PHOSPHATE
193436,"46.29060,10.05011",1566,Deposit,Tundra,Talc,SILICATE
134047,"46.86778,9.43806",2369,Unknown,Tundra,Epidote,SILICATE
266811,"46.03598,7.96058",2130,Reservoir,Tundra,Talc,SILICATE
69716,"45.95156,8.92502",659,Quarry,Temperate oceanic climate,Opal-AN,QUARTZ
133989,"46.18942,7.03808",776,Unknown,Tundra,Pyrite,SULFIDE
31370,"46.03840,7.88650",3552,Mineral Occurrence Area,Tundra,Magnesite,SULFATE_UND_HYDROXIDE
193530,"46.19288,9.02108",268,Unknown,Subarctic climate,Garnet,PHOSPHATE
29206,"46.09614,7.07974",474,Tunnel,Tundra,Clinozoisite,SILICATE
11336,"46.09111,7.11194",1416,Unknown,Tundra,Katophorite,SILICATE
41161,"46.13194,7.73806",3365,Pass,Tundra,Chalcopyrite,PHOSPHATE
253343,"46.07500,6.96028",1510,Unknown,Temperate oceanic climate,Calcioancylite,SONSTIGES
423460,"46.50000,9.63333",1662,Outcrop,Tundra,Magnetite,SULFIDE
61119,"46.53333,8.40000",2485,Valley,Subarctic climate,Pyrite,SULFIDE
133996,"46.32670,9.56654",1102,Valley,Tundra,Heulandite,SILICATE
245937,"46.36371,9.97975",2964,Glacier,Tundra,Albite,FELDSPAT
107785,"46.30306,8.14056",3089,Occurrence,Subarctic climate,Bismutite,SULFIDE
6478,"46.57306,9.68444",2241,Mine,Tundra,Sursassite,SULFATE_UND_HYDROXIDE
108726,"46.21483,7.60335",1626,Mine,Tundra,Graphite,METALLE_UND_LEGIERUNGEN
56576,"47.05250,9.17306",2211,Unknown,Temperate oceanic climate,Agardite,SULFATE_UND_HYDROXIDE
123561,"46.32306,7.75694",1157,Tunnel,Tundra,Pyrrhotite,SULFIDE
191765,"46.47653,8.72227",1836,Lake,Subarctic climate,Opal,QUARTZ
223683,"46.16486,7.70432",2540,Unknown,Tundra,Copper,METALLE_UND_LEGIERUNGEN
134488,"46.35648,8.49212",1785,Alpine Pasture,Subarctic climate,Goethite,SULFIDE
23617,"46.12000,7.00139",1652,Prospect,Tundra,Rosickýite,OXIDE
14678,"46.76454,8.75064",1557,Valley,Tundra,K Feldspar,FELDSPAT
250821,"46.10169,7.58245",2364,Glacier,Tundra,Enstatite,OXIDE
122627,"46.53047,9.32470",1795,Deposit,Tundra,Calcite,CARBONATE
133201,"46.55611,8.56722",2093,Mountain Area,Tundra,Fluorite,SONSTIGE
133996,"46.32670,9.56654",1102,Valley,Tundra,Heulandite,SILICATE
271093,"47.50562,7.85212",533,Unknown,Temperate oceanic climate,Calcite,CARBONATE
108287,"46.07528,7.93000",3164,Mountain,Tundra,Fluorapatite,QUARTZ
133207,"46.44849,8.49593",2567,Slope,Subarctic climate,Calcite,CARBONATE
418871,"46.62215,8.83949",1698,Placer,Tundra,Apatite,QUARTZ
188757,"47.05100,8.79985",1129,Quarry,Temperate oceanic climate,Ankerite,DOLOMIT
122697,"46.08009,7.07598",793,Unknown,Tundra,K Feldspar,FELDSPAT
29216,"46.08909,7.10774",1313,Unknown,Tundra,Grossular,PYROXENE
134086,"46.23765,7.63596",2553,Mine (Abandoned) - last checked 2020,Tundra,Albite,FELDSPAT
7758,"46.69243,8.70162",2411,Valley,Tundra,Smoky Quartz,QUARTZ
49520,"47.05762,9.45112",493,Mine,Temperate oceanic climate,Jacobsite,OXIDE
14685,"46.16583,7.72333",2807,Glacier,Tundra,Pyrolusite,SULFIDE
359484,"46.30192,10.03446",1616,Quarry,Tundra,Hydroxylclinohumite,SILICATE
134064,"46.00241,7.75193",2247,Mountain,Tundra,Goethite,SULFIDE
31871,"46.32028,7.75500",850,Tunnel,Tundra,Pyrrhotite,SULFIDE
191391,"46.93877,10.43253",2548,Unknown,Tundra,Calcite,CARBONATE
134031,"46.68513,8.85747",1140,Gorge,Tundra,Pyrrhotite,SULFIDE
134463,"46.49888,9.61619",2273,Unknown,Tundra,Covellite,SULFIDE
155814,"46.49994,8.49958",1468,Hamlet,Subarctic climate,Galena,SULFIDE
7685,"46.29500,9.11361",885,Group of Quarries,Subarctic climate,Clinozoisite,SILICATE
131013,"46.23728,7.85210",1473,Deposit,Tundra,Pitchblende,URANMINERALE
133278,"46.03675,7.82284",2918,Deposit,Tundra,Galaxite,OXIDE
12413,"46.06861,7.91583",2997,Outcrop,Tundra,K Feldspar,FELDSPAT
122692,"46.19028,7.68056",2500,Mine,Tundra,Cobaltite,METALLE_UND_LEGIERUNGEN
29314,"46.79556,6.52056",756,Group of Quarries (Abandoned) - last checked 2023,Temperate oceanic climate,Pyrite,SULFIDE
29199,"46.40924,8.11506",1757,Creek,Subarctic climate,Fluorite,SONSTIGE
188954,"46.32444,9.70139",2447,Glacier,Tundra,Aquamarine,SILICATE
127199,"46.23917,7.65389",2986,Unknown,Tundra,Chalcopyrite,PHOSPHATE
191657,"46.62694,10.25028",2620,Mountain,Tundra,Tennantite,SULFIDE
35157,"46.53889,8.51944",2908,Peak,Tundra,Ilmenite,OXIDE
246463,"46.01441,8.86157",571,Unknown,Subarctic climate,Pyrite,SULFIDE
68879,"46.17194,7.37083",2293,Unknown,Tundra,Biotite,GLIMMER
13708,"46.29657,8.61876",388,Group of Quarries,Subarctic climate,Pericline,FELDSPAT
191395,"46.24131,9.07996",564,Valley,Subarctic climate,Garnet,PHOSPHATE
3213,"46.64417,8.70917",1673,Gorge,Tundra,Stromeyerite,SULFATE_UND_HYDROXIDE
193402,"46.70917,8.98972",2008,Mountain,Tundra,Smithsonite,PHOSPHATE
133214,"46.42228,9.78369",2325,Deposit,Tundra,Pyroxmangite,SULFATE_UND_HYDROXIDE
4633,"46.26833,8.08583",3007,Unknown,Subarctic climate,Armenite,SILICATE
188628,"46.73722,9.22972",1076,Occurrence,Tundra,Pyrite,SULFIDE
3222,"46.43306,8.77694",2871,Mountain,Subarctic climate,Garnet,PHOSPHATE
22190,"46.54639,9.46222",2153,Mine,Tundra,Kenocalcioroméite',SONSTIGES
188955,"46.22722,9.04778",255,Unknown,Subarctic climate,Pyrite,SULFIDE
134619,"46.53444,9.46444",2808,Mountain,Tundra,Malachite,CARBONATE
193529,"46.63452,8.62629",1916,Unknown,Tundra,Albite,FELDSPAT
188630,"46.34167,9.61056",1179,Gully,Tundra,Magnetite,SULFIDE
3211,"46.55333,9.64694",2143,Mine (Abandoned) - last checked 2023,Tundra,Manganberzeliite,SULFIDE
16292,"46.22525,7.17897",1809,Unknown,Tundra,Chamosite,SILICATE
341186,"46.42847,9.63701",2340,Deposit,Tundra,Goethite,SULFIDE
245669,"46.84876,9.44671",1106,Prospect,Tundra,Tenorite,OXIDE
29322,"46.84778,9.43667",1244,Mine,Tundra,Epidote,SILICATE
123472,"46.44914,8.26452",1629,Valley,Subarctic climate,Pyrite,SULFIDE
133204,"46.59078,8.80375",1809,Mountain,Tundra,Fluorite,SONSTIGE
417927,"46.39129,9.17631",2321,Mountain,Subarctic climate,Albite,FELDSPAT
191625,"46.15111,7.45389",1045,Unknown,Tundra,Garnet,PHOSPHATE
253255,"46.10945,7.54897",3049,Mountain,Tundra,Magnetite,SULFIDE
302686,"46.26714,9.20413",1168,Unknown,Subarctic climate,Talc,SILICATE
122681,"46.68711,9.53261",914,Outcrop,Tundra,Polylithionite-Trilithionite Series',SONSTIGES
134118,"47.06448,9.18338",1878,Mine (Inactive) - last checked 2020,Temperate oceanic climate,Posnjakite,SULFATE_UND_HYDROXIDE
245916,"46.33460,10.00786",2293,Mountain Area,Tundra,Ilmenite,OXIDE
43246,"46.22449,7.71244",1771,Valley,Tundra,Epidote,SILICATE
69716,"45.95156,8.92502",637,Quarry,Temperate oceanic climate,Opal-AN,QUARTZ
106974,"46.61250,8.41694",3482,Mountain,Subarctic climate,Fluorapatite,QUARTZ
253688,"46.13195,7.85802",3433,Glacier,Tundra,Iron-bearing Dolomite,DOLOMIT
191711,"46.02617,7.48203",1993,Valley,Tundra,Scolecite,SILICATE
134067,"46.30197,10.02993",1757,Hamlet,Tundra,Awaruite,SULFIDE
302435,"46.25500,9.22694",1256,Valley,Subarctic climate,Xenotime,PHOSPHATE
134057,"46.23544,7.59054",1795,Mine,Tundra,Chalcopyrite,PHOSPHATE
122688,"46.03748,7.18409",2386,Unknown,Tundra,Galena,SULFIDE
122690,"46.16474,7.61815",1721,Mine,Tundra,Bornite,SULFIDE
133227,"46.62741,9.48154",2170,Mine,Tundra,Baryte,CARBONATE
56467,"46.10918,7.25686",2318,Group of Mines,Tundra,Cyanotrichite,SILICATE
193412,"46.02617,7.48109",2039,Village,Tundra,Stellerite,SILICATE
3229,"46.44624,8.49302",2653,Unknown,Subarctic climate,Iron Rose,MAGNETIT_UND_HAEMATIT
133396,"46.33846,9.72451",3142,Mountain,Tundra,Prehnite,ALUMINIUM_SILIKATE
245915,"46.39004,10.01357",2933,Mountain,Tundra,Kermesite,SULFIDE
27322),"46.28328,9.99963",3031,Peak,Tundra,Pyrite,SULFIDE
3233,"46.21667,7.60000",1607,Mine,Tundra,Cuproroméite,SULFIDE
134088,"46.23314,7.61573",2338,Vein,Tundra,Roxbyite,OXIDE
191386,"46.84079,8.76666",1200,Valley,Tundra,Pyrite,SULFIDE
132095,"46.57250,8.41500",2413,Mountain Area,Subarctic climate,Bismutite,SULFIDE
65693,"46.01285,7.84230",2950,Mountain Range,Tundra,Brucite,SULFATE_UND_HYDROXIDE
133973,"46.84426,9.82552",2250,Alpine Pasture,Tundra,Pargasite,AMPHIBOLE
191651,"46.53286,9.49798",2516,Unknown,Tundra,Pyroxmangite,SULFATE_UND_HYDROXIDE
122696,"46.11527,8.69592",394,Valley,Subarctic climate,Uraninite,PHOSPHATE
134413,"46.56194,8.58139",2664,Mountain,Tundra,Limonite,SULFATE_UND_HYDROXIDE
5818,"46.07007,6.97271",1087,Unknown,Temperate oceanic climate,Brookite,SONSTIGE
133275,"46.51806,8.88500",1427,Unknown,Tundra,Tourmaline,SILICATE
105911,"46.45944,8.71917",2620,Mountain Area,Subarctic climate,Phlogopite,GLIMMER
4633,"46.26833,8.08583",3007,Unknown,Subarctic climate,Epidote,SILICATE
7758,"46.69243,8.70162",2441,Valley,Tundra,Actinolite,SILICATE
72012,"46.22991,8.98452",1449,Mountain,Subarctic climate,Ilmenite,OXIDE
10231,"46.21667,7.60000",1607,Mine,Tundra,Cobaltite,METALLE_UND_LEGIERUNGEN
3221,"46.32476,8.00722",696,Tunnel,Subarctic climate,Magnesite,SULFATE_UND_HYDROXIDE
134425,"46.34667,9.71833",2937,Group of Pegmatites,Tundra,Prehnite,ALUMINIUM_SILIKATE
134086,"46.23765,7.63596",2553,Mine (Abandoned) - last checked 2020,Tundra,Pyrite,SULFIDE
245927),"46.28694,9.99833",2787,Slope,Tundra,Calcite,CARBONATE
134453,"46.68694,8.83194",1309,Road Cutting,Tundra,Ankerite,DOLOMIT
29314,"46.79556,6.52056",797,Group of Quarries (Abandoned) - last checked 2023,Temperate oceanic climate,Gypsum,SULFATE_UND_HYDROXIDE
121017,"45.92778,7.78528",4027,Mountain,Subarctic climate,Diopside,SILICATE
122628,"46.26083,7.02917",492,Mine,Tundra,Celestine,CALCIT
3225,"46.54278,8.54750",2695,Mountain,Tundra,K Feldspar,FELDSPAT
193436,"46.29060,10.05011",1566,Deposit,Tundra,Albite,FELDSPAT
134047,"46.86778,9.43806",2369,Unknown,Tundra,Dravite,PHOSPHATE
69716,"45.95156,8.92502",659,Quarry,Temperate oceanic climate,Xenotime,PHOSPHATE
133989,"46.18942,7.03808",776,Unknown,Tundra,Chalcopyrite,PHOSPHATE
31370,"46.03840,7.88650",3552,Mineral Occurrence Area,Tundra,Hydroxylclinohumite,SILICATE
193530,"46.19288,9.02108",268,Unknown,Subarctic climate,Calcite,CARBONATE
29206,"46.09614,7.07974",474,Tunnel,Tundra,Aeschynite,SILICATE
11336,"46.09111,7.11194",1416,Unknown,Tundra,Aeschynite,SILICATE
41161,"46.13194,7.73806",3365,Pass,Tundra,Zincostaurolite,CARBONATE
253343,"46.07500,6.96028",1510,Unknown,Temperate oceanic climate,Sericite,GLIMMER
423460,"46.50000,9.63333",1662,Outcrop,Tundra,Chalcopyrite,PHOSPHATE
61119,"46.53333,8.40000",2485,Valley,Subarctic climate,K Feldspar,FELDSPAT
133996,"46.32670,9.56654",1102,Valley,Tundra,Columbite-Columbite Series,SILICATE
245937,"46.36371,9.97975",2964,Glacier,Tundra,Pyrite,SULFIDE
107785,"46.30306,8.14056",3089,Occurrence,Subarctic climate,Pharmacosiderite,ARSENATE
6478,"46.57306,9.68444",2241,Mine,Tundra,Ardennite,SILICATE
108726,"46.21483,7.60335",1626,Mine,Tundra,Hisingerite,OXIDE
56576,"47.05250,9.17306",2211,Unknown,Temperate oceanic climate,Bismuthinite,SULFIDE
123561,"46.32306,7.75694",1157,Tunnel,Tundra,Galena,SULFIDE
223683,"46.16486,7.70432",2540,Unknown,Tundra,Tetrahedrite,ARSENATE
23617,"46.12000,7.00139",1652,Prospect,Tundra,Lepidocrocite,SULFATE_UND_HYDROXIDE
14678,"46.76454,8.75064",1557,Valley,Tundra,Anatase,RUTIL
250821,"46.10169,7.58245",2364,Glacier,Tundra,Hercynite,SILICATE
122627,"46.53047,9.32470",1795,Deposit,Tundra,Tinzenite,SILICATE
133996,"46.32670,9.56654",1102,Valley,Tundra,Columbite-Columbite Series,SILICATE
271093,"47.50562,7.85212",533,Unknown,Temperate oceanic climate,Pyrite,SULFIDE
108287,"46.07528,7.93000",3164,Mountain,Tundra,Hessonite,GRANAT
133207,"46.44849,8.49593",2567,Slope,Subarctic climate,Pyrite,SULFIDE
418871,"46.62215,8.83949",1698,Placer,Tundra,Biotite,GLIMMER
122697,"46.08009,7.07598",793,Unknown,Tundra,Fibroferrite,OXIDE
29216,"46.08909,7.10774",1313,Unknown,Tundra,Jarosite,ARSENATE
134086,"46.23765,7.63596",2553,Mine (Abandoned) - last checked 2020,Tundra,Pyrite,SULFIDE
7758,"46.69243,8.70162",2411,Valley,Tundra,Actinolite,SILICATE
49520,"47.05762,9.45112",493,Mine,Temperate oceanic climate,Baryte,CARBONATE
14685,"46.16583,7.72333",2807,Glacier,Tundra,Ramsdellite,OXIDE
359484,"46.30192,10.03446",1616,Quarry,Tundra,Taenite,METALLE_UND_LEGIERUNGEN
134064,"46.00241,7.75193",2247,Mountain,Tundra,Morenosite,SILICATE
31871,"46.32028,7.75500",850,Tunnel,Tundra,Galena,SULFIDE
134031,"46.68513,8.85747",1140,Gorge,Tundra,Galena,SULFIDE
134463,"46.49888,9.61619",2273,Unknown,Tundra,Pyrite,SULFIDE
155814,"46.49994,8.49958",1468,Hamlet,Subarctic climate,Xenotime,PHOSPHATE
7685,"46.29500,9.11361",885,Group of Quarries,Subarctic climate,Chlorite,CHLORIT
131013,"46.23728,7.85210",1473,Deposit,Tundra,Pyrite,SULFIDE
12413,"46.06861,7.91583",2997,Outcrop,Tundra,Diopside,SILICATE
122692,"46.19028,7.68056",2500,Mine,Tundra,Skutterudite,PHOSPHATE
29314,"46.79556,6.52056",756,Group of Quarries (Abandoned) - last checked 2023,Temperate oceanic climate,Gypsum,SULFATE_UND_HYDROXIDE
29199,"46.40924,8.11506",1757,Creek,Subarctic climate,Stilbite,SULFATE_UND_HYDROXIDE
188954,"46.32444,9.70139",2447,Glacier,Tundra,Dumortierite,SILICATE
127199,"46.23917,7.65389",2986,Unknown,Tundra,Goethite,SULFIDE
191657,"46.62694,10.25028",2620,Mountain,Tundra,Smithsonite,PHOSPHATE
246463,"46.01441,8.86157",571,Unknown,Subarctic climate,Chalcopyrite,PHOSPHATE
68879,"46.17194,7.37083",2293,Unknown,Tundra,Euxenite,SILICATE
13708,"46.29657,8.61876",388,Group of Quarries,Subarctic climate,Limonite,SULFATE_UND_HYDROXIDE
191395,"46.24131,9.07996",564,Valley,Subarctic climate,Tapiolite,AMPHIBOLE
3213,"46.64417,8.70917",1673,Gorge,Tundra,Galena,SULFIDE
193402,"46.70917,8.98972",2008,Mountain,Tundra,Anglesite,ARSENATE
133214,"46.42228,9.78369",2325,Deposit,Tundra,Erythrite,OXIDE
4633,"46.26833,8.08583",3007,Unknown,Subarctic climate,Epidote,SILICATE
188628,"46.73722,9.22972",1076,Occurrence,Tundra,Baryte,CARBONATE
3222,"46.43306,8.77694",2871,Mountain,Subarctic climate,Annite,OXIDE
22190,"46.54639,9.46222",2153,Mine,Tundra,Långbanite,SILICATE
134619,"46.53444,9.46444",2808,Mountain,Tundra,Emplectite,SILICATE
193529,"46.63452,8.62629",1916,Unknown,Tundra,Pyrite,SULFIDE
188630,"46.34167,9.61056",1179,Gully,Tundra,Columbite-Columbite Series,SILICATE
3211,"46.55333,9.64694",2143,Mine (Abandoned) - last checked 2023,Tundra,Quartz,QUARTZ
16292,"46.22525,7.17897",1809,Unknown,Tundra,Pyrite,SULFIDE
341186,"46.42847,9.63701",2340,Deposit,Tundra,Azurite,PHOSPHATE
245669,"46.84876,9.44671",1106,Prospect,Tundra,Calcite,CARBONATE
29322,"46.84778,9.43667",1244,Mine,Tundra,Chlorite,CHLORIT
123472,"46.44914,8.26452",1629,Valley,Subarctic climate,K Feldspar,FELDSPAT
133204,"46.59078,8.80375",1809,Mountain,Tundra,Clinozoisite,SILICATE
417927,"46.39129,9.17631",2321,Mountain,Subarctic climate,Allanite,SILICATE
191625,"46.15111,7.45389",1045,Unknown,Tundra,Covellite,SULFIDE
253255,"46.10945,7.54897",3049,Mountain,Tundra,Diopside,SILICATE
122681,"46.68711,9.53261",914,Outcrop,Tundra,Calcite,CARBONATE
134118,"47.06448,9.18338",1878,Mine (Inactive) - last checked 2020,Temperate oceanic climate,Kintoreite,OXIDE
43246,"46.22449,7.71244",1771,Valley,Tundra,Pharmacosiderite,ARSENATE
69716,"45.95156,8.92502",637,Quarry,Temperate oceanic climate,Xenotime,PHOSPHATE
106974,"46.61250,8.41694",3482,Mountain,Subarctic climate,Rock Crystal,QUARTZ
253688,"46.13195,7.85802",3433,Glacier,Tundra,Axinite,SILICATE
191711,"46.02617,7.48203",1993,Valley,Tundra,Chalcopyrite,PHOSPHATE
134067,"46.30197,10.02993",1757,Hamlet,Tundra,Hexahydrite,SILICATE
302435,"46.25500,9.22694",1256,Valley,Subarctic climate,Aquamarine,SILICATE
134057,"46.23544,7.59054",1795,Mine,Tundra,Idaite,SONSTIGE
122688,"46.03748,7.18409",2386,Unknown,Tundra,Claraite,SILICATE
122690,"46.16474,7.61815",1721,Mine,Tundra,Violarite,SILICATE
133227,"46.62741,9.48154",2170,Mine,Tundra,Azurite,PHOSPHATE
56467,"46.10918,7.25686",2318,Group of Mines,Tundra,Azurite,PHOSPHATE
193412,"46.02617,7.48109",2039,Village,Tundra,Stilbite-Ca,SILICATE
3229,"46.44624,8.49302",2653,Unknown,Subarctic climate,Pyrrhotite,SULFIDE
133396,"46.33846,9.72451",3142,Mountain,Tundra,Clinozoisite,SILICATE
245915,"46.39004,10.01357",2933,Mountain,Tundra,Arsenopyrite,PHOSPHATE
27322),"46.28328,9.99963",3031,Peak,Tundra,Chalcopyrite,PHOSPHATE
3233,"46.21667,7.60000",1607,Mine,Tundra,Galena,SULFIDE
134088,"46.23314,7.61573",2338,Vein,Tundra,Chalcocite,SULFATE_UND_HYDROXIDE
191386,"46.84079,8.76666",1200,Valley,Tundra,K Feldspar,FELDSPAT
132095,"46.57250,8.41500",2413,Mountain Area,Subarctic climate,Chlorite,CHLORIT
65693,"46.01285,7.84230",2950,Mountain Range,Tundra,Hessonite,GRANAT
133973,"46.84426,9.82552",2250,Alpine Pasture,Tundra,Spinel,OXIDE
191651,"46.53286,9.49798",2516,Unknown,Tundra,Baryte,CARBONATE
122696,"46.11527,8.69592",394,Valley,Subarctic climate,Hureaulite,ARSENATE
134413,"46.56194,8.58139",2664,Mountain,Tundra,Garnet,PHOSPHATE
5818,"46.07007,6.97271",1087,Unknown,Temperate oceanic climate,Zircon,ALUMINIUM_SILIKATE
133275,"46.51806,8.88500",1427,Unknown,Tundra,Anatase,RUTIL
105911,"46.45944,8.71917",2620,Mountain Area,Subarctic climate,Sericite,GLIMMER
4633,"46.26833,8.08583",3007,Unknown,Subarctic climate,Martinandresite,SONSTIGES
7758,"46.69243,8.70162",2441,Valley,Tundra,Galena,SULFIDE
