Mindat Locality ID,Latitude & Longitude,Altitude,Type,Köppen climate type,Mineral,Category
130991,"46.76282,8.80578",2042,Valley,Tundra,K Feldspar,FELDSPAT
245937,"46.36371,9.97975",2964,Glacier,Tundra,Dolomite,CARBONATE
130958,"46.57667,8.38833",2243,Unknown,Subarctic climate,K Feldspar,FELDSPAT
239063,"46.69258,8.69133",2844,Mountain,Tundra,Clinochlore,SILICATE
134534,"46.66383,8.52983",1559,River Valley,Tundra,K Feldspar,FELDSPAT
107785,"46.30306,8.14056",3089,Occurrence,Subarctic climate,Molybdenite,SULFIDE
257786,"47.42133,8.15133",404,Group of Quarries,Temperate oceanic climate,Pyrite,SULFIDE
6478,"46.57306,9.68444",2241,Mine,Tundra,Parsettensite,CHLORIT
108726,"46.21483,7.60335",1626,Mine,Tundra,Serpierite,SILICATE
56576,"47.05250,9.17306",2211,Unknown,Temperate oceanic climate,Duftite-β,SILICATE
123561,"46.32306,7.75694",1157,Tunnel,Tundra,Albite,FELDSPAT
191765,"46.47653,8.72227",1836,Lake,Subarctic climate,Scapolite,SILICATE
188640,"46.32406,9.62925",2896,Slope,Tundra,Heulandite,SILICATE
223683,"46.16486,7.70432",2540,Unknown,Tundra,Rhodochrosite,SILICATE
134488,"46.35648,8.49212",1785,Alpine Pasture,Subarctic climate,Quartz,QUARTZ
191647,"46.67700,8.64087",2714,Pass,Tundra,Adularia,FELDSPAT
23617,"46.12000,7.00139",1652,Prospect,Tundra,Rutile,RUTIL
14678,"46.76454,8.75064",1557,Valley,Tundra,Papierspat,SILICATE
250821,"46.10169,7.58245",2364,Glacier,Tundra,Grossular,PYROXENE
122627,"46.53047,9.32470",1795,Deposit,Tundra,Rhodochrosite,SILICATE
134120,"47.11667,7.55000",480,Meteorite Fall Location,Temperate oceanic climate,Iron,METALLE_UND_LEGIERUNGEN
245918,"46.29264,10.07775",968,Village,Tundra,Pyrite,SULFIDE
133201,"46.55611,8.56722",2093,Mountain Area,Tundra,Clinochlore,SILICATE
133996,"46.32670,9.56654",1102,Valley,Tundra,Triplite,SILICATE
271093,"47.50562,7.85212",533,Unknown,Temperate oceanic climate,Bariopharmacosiderite,CALCIT
108287,"46.07528,7.93000",3164,Mountain,Tundra,Pericline,FELDSPAT
133207,"46.44849,8.49593",2567,Slope,Subarctic climate,Clinozoisite,SILICATE
418871,"46.62215,8.83949",1698,Placer,Tundra,Titanite,TITANIT
188757,"47.05100,8.79985",1129,Quarry,Temperate oceanic climate,Limonite,SULFATE_UND_HYDROXIDE
68485,"46.11111,7.32583",2211,Lake,Tundra,Tennantite,SULFIDE
122697,"46.08009,7.07598",793,Unknown,Tundra,Gypsum,SULFATE_UND_HYDROXIDE
29216,"46.08909,7.10774",1313,Unknown,Tundra,Epidote,SILICATE
134086,"46.23765,7.63596",2553,Mine (Abandoned) - last checked 2020,Tundra,Malachite,CARBONATE
7758,"46.69243,8.70162",2411,Valley,Tundra,Quartz,QUARTZ
49520,"47.05762,9.45112",493,Mine,Temperate oceanic climate,Alleghanyite,SONSTIGES
14685,"46.16583,7.72333",2807,Glacier,Tundra,Rhodochrosite,SILICATE
359484,"46.30192,10.03446",1616,Quarry,Tundra,Copper,METALLE_UND_LEGIERUNGEN
134128,"46.81861,7.21806",647,Meteorite Fall Location,Temperate oceanic climate,Kamacite,OXIDE
134064,"46.00241,7.75193",2247,Mountain,Tundra,Nesquehonite,SILICATE
31871,"46.32028,7.75500",850,Tunnel,Tundra,Rutile,RUTIL
246069,"46.79825,9.70315",1453,Deposit,Tundra,Calcite,CARBONATE
257497,"46.56250,9.68028",2493,Unknown,Tundra,Pyrolusite,SULFIDE
191391,"46.93877,10.43253",2548,Unknown,Tundra,Axinite,SILICATE
56465,"46.93123,6.65697",766,Mine,Temperate oceanic climate,Gypsum,SULFATE_UND_HYDROXIDE
134121,"46.93333,7.21667",509,Meteorite Fall Location,Temperate oceanic climate,Schreibersite,ZIRCON
134031,"46.68513,8.85747",1140,Gorge,Tundra,Dolomite,CARBONATE
22954,"46.56128,8.33670",2163,Pass,Subarctic climate,Quartz,QUARTZ
191618,"47.74798,8.68782",476,Quarry,Temperate oceanic climate,Gypsum,SULFATE_UND_HYDROXIDE
31869,"46.07960,7.87880",3334,Occurrence,Tundra,Grossular,PYROXENE
134463,"46.49888,9.61619",2273,Unknown,Tundra,Violarite,SILICATE
134440,"46.42013,8.49978",2431,Unknown,Subarctic climate,Ilmenite,OXIDE
417931,"46.47403,9.11971",2721,Outcrop,Subarctic climate,Staurolite,ALUMINIUM_SILIKATE
134455,"46.67140,8.78450",1386,Valley,Tundra,Rock Crystal,QUARTZ
56466,"46.32489,6.88858",512,Quarry,Temperate oceanic climate,Cuprite,CARBONATE
155814,"46.49994,8.49958",1468,Hamlet,Subarctic climate,Clinozoisite-Epidote Series,AMPHIBOLE
265486,"46.56936,8.45579",2633,Mountain Area,Subarctic climate,Monazite,SILICATE
7685,"46.29500,9.11361",885,Group of Quarries,Subarctic climate,Molybdenite,SULFIDE
131013,"46.23728,7.85210",1473,Deposit,Tundra,Glaucodot,AMPHIBOLE
29366,"47.18167,7.25167",616,Quarry,Temperate oceanic climate,Calcite,CARBONATE
191717,"46.04620,7.93552",2823,Glacier,Tundra,Zoisite,PHOSPHATE
133278,"46.03675,7.82284",2918,Deposit,Tundra,Braunite,OXIDE
220211,"46.65558,6.53632",545,Quarry,Temperate oceanic climate,Sulphur,SULFIDE
12413,"46.06861,7.91583",2997,Outcrop,Tundra,Amphibole,QUARTZ
122692,"46.19028,7.68056",2500,Mine,Tundra,Tetrahedrite,ARSENATE
188887,"46.19742,8.13984",1006,Village,Subarctic climate,Galena,SULFIDE
29314,"46.79556,6.52056",756,Group of Quarries (Abandoned) - last checked 2023,Temperate oceanic climate,Dolomite,CARBONATE
424715,"46.29847,10.01472",2252,Group of Mines (Abandoned) - last checked 2022,Tundra,Actinolite-Tremolite Series,AMPHIBOLE
191652,"46.45638,9.38944",2340,Valley,Subarctic climate,Roméite,SILICATE
29199,"46.40924,8.11506",1757,Creek,Subarctic climate,Stellerite,SILICATE
188954,"46.32444,9.70139",2447,Glacier,Tundra,Molybdenite,SULFIDE
127199,"46.23917,7.65389",2986,Unknown,Tundra,Uraninite,PHOSPHATE
417930,"46.39445,9.17576",2161,Outcrop,Subarctic climate,Kyanite,ALUMINIUM_SILIKATE
404851,"47.70684,8.81155",412,Dike,Temperate oceanic climate,Melilite,ALUMINIUM_SILIKATE
191657,"46.62694,10.25028",2620,Mountain,Tundra,Hydrozincite,CARBONATE
35157,"46.53889,8.51944",2908,Peak,Tundra,Quartz,QUARTZ
188916,"46.58829,8.83169",2689,Mountain,Tundra,K Feldspar,FELDSPAT
246463,"46.01441,8.86157",571,Unknown,Subarctic climate,Minium,ARSENATE
105794,"46.67417,8.64195",2821,Mountain,Tundra,Adularia,FELDSPAT
68879,"46.17194,7.37083",2293,Unknown,Tundra,Quartz,QUARTZ
13708,"46.29657,8.61876",388,Group of Quarries,Subarctic climate,Epidote,SILICATE
134460,"46.55292,9.64135",1868,Deposit,Tundra,Rhodonite,SONSTIGE
191395,"46.24131,9.07996",564,Valley,Subarctic climate,Beryl,SILICATE
191593,"46.83287,9.80500",2657,Pass,Tundra,Orthopyroxene,SILICATE
3213,"46.64417,8.70917",1673,Gorge,Tundra,Tennantite,SULFIDE
193402,"46.70917,8.98972",2008,Mountain,Tundra,Galena,SULFIDE
133214,"46.42228,9.78369",2325,Deposit,Tundra,Alleghanyite,SONSTIGES
4633,"46.26833,8.08583",3007,Unknown,Subarctic climate,Zircon,ALUMINIUM_SILIKATE
188628,"46.73722,9.22972",1076,Occurrence,Tundra,Chlorite,CHLORIT
3222,"46.43306,8.77694",2871,Mountain,Subarctic climate,Andalusite,CARBONATE
22190,"46.54639,9.46222",2153,Mine,Tundra,Siderite,CARBONATE
188955,"46.22722,9.04778",255,Unknown,Subarctic climate,Kyanite,ALUMINIUM_SILIKATE
134619,"46.53444,9.46444",2808,Mountain,Tundra,Bismutite,SULFIDE
134020,"46.47798,8.57711",2253,Lake,Subarctic climate,Hydroxylapatite,PHOSPHATE
193529,"46.63452,8.62629",1916,Unknown,Tundra,Biotite,GLIMMER
134097,"46.16188,7.60264",2012,Mine,Tundra,Cuprite,CARBONATE
191418,"46.07973,7.13043",723,Mine,Tundra,Greenockite,SILICATE
188630,"46.34167,9.61056",1179,Gully,Tundra,Spessartine,GRANAT
193533,"46.97856,9.25316",1960,Unknown,Tundra,Chalcopyrite,PHOSPHATE
3211,"46.55333,9.64694",2143,Mine (Abandoned) - last checked 2023,Tundra,Bergslagite,SULFATE_UND_HYDROXIDE
16292,"46.22525,7.17897",1809,Unknown,Tundra,Kaolinite,SILICATE
341186,"46.42847,9.63701",2340,Deposit,Tundra,Marcasite,SULFIDE
245669,"46.84876,9.44671",1106,Prospect,Tundra,Quartz,QUARTZ
188746,"47.37413,7.88002",606,Pit,Temperate oceanic climate,Sphalerite,ALUMINIUM_SILIKATE
29322,"46.84778,9.43667",1244,Mine,Tundra,Tennantite,SULFIDE
341185,"46.39012,9.65378",1827,Slag Locality,Tundra,Bornite,SULFIDE
57442,"46.56406,8.63472",2692,Unknown,Tundra,Euclase,PHOSPHATE
123472,"46.44914,8.26452",1629,Valley,Subarctic climate,Synchysite,SULFATE_UND_HYDROXIDE
424885,"46.68782,7.35603",1232,Scree Slope,Temperate oceanic climate,Quartz,QUARTZ
108068,"46.61395,8.56666",1694,Quarry,Tundra,Talc,SILICATE
133204,"46.59078,8.80375",1809,Mountain,Tundra,Pericline,FELDSPAT
417927,"46.39129,9.17631",2321,Mountain,Subarctic climate,Rutile,RUTIL
191625,"46.15111,7.45389",1045,Unknown,Tundra,Gypsum,SULFATE_UND_HYDROXIDE
253255,"46.10945,7.54897",3049,Mountain,Tundra,Clinochlore,SILICATE
302686,"46.26714,9.20413",1168,Unknown,Subarctic climate,Kyanite,ALUMINIUM_SILIKATE
191675,"46.45118,8.61345",2606,Unknown,Subarctic climate,Talc,SILICATE
191783,"46.44924,8.53932",2389,Lake,Subarctic climate,Albite,FELDSPAT
122681,"46.68711,9.53261",914,Outcrop,Tundra,Galena,SULFIDE
134118,"47.06448,9.18338",1878,Mine (Inactive) - last checked 2020,Temperate oceanic climate,Olivenite,SILICATE
245916,"46.33460,10.00786",2293,Mountain Area,Tundra,Dolomite,CARBONATE
43246,"46.22449,7.71244",1771,Valley,Tundra,Rutile,RUTIL
191916,"46.52219,8.87403",1417,Unknown,Tundra,Rock Crystal,QUARTZ
69716,"45.95156,8.92502",637,Quarry,Temperate oceanic climate,Quartz,QUARTZ
106974,"46.61250,8.41694",3482,Mountain,Subarctic climate,Pyrrhotite,SULFIDE
28873,"46.65983,8.72062",1532,Unknown,Tundra,Albite,FELDSPAT
253688,"46.13195,7.85802",3433,Glacier,Tundra,Quartz,QUARTZ
191711,"46.02617,7.48203",1993,Valley,Tundra,Quartz,QUARTZ
134067,"46.30197,10.02993",1757,Hamlet,Tundra,Richterite,AMPHIBOLE
302435,"46.25500,9.22694",1256,Valley,Subarctic climate,Chlorite,CHLORIT
6985,"46.29468,8.12565",3096,Mountain,Subarctic climate,Quartz,QUARTZ
134057,"46.23544,7.59054",1795,Mine,Tundra,Wroewolfeite,SILICATE
122688,"46.03748,7.18409",2386,Unknown,Tundra,Posnjakite,SULFATE_UND_HYDROXIDE
134532,"46.57842,8.32349",1945,Cleft,Subarctic climate,Fluorite,SONSTIGE
245717,"46.53740,9.49926",2505,Ridge,Tundra,Pyrobelonite,SULFIDE
122690,"46.16474,7.61815",1721,Mine,Tundra,Titanite,TITANIT
133227,"46.62741,9.48154",2170,Mine,Tundra,Stannite,SULFIDE
56467,"46.10918,7.25686",2318,Group of Mines,Tundra,Uranophane,URANMINERALE
193412,"46.02617,7.48109",2039,Village,Tundra,Heulandite-Ca,SILICATE
3229,"46.44624,8.49302",2653,Unknown,Subarctic climate,Epidote,SILICATE
133396,"46.33846,9.72451",3142,Mountain,Tundra,Heulandite-Ca,SILICATE
245915,"46.39004,10.01357",2933,Mountain,Tundra,Galena,SULFIDE
107720,"46.40750,8.15639",1241,Unknown,Subarctic climate,Mesitine Spar,SONSTIGES
27322),"46.28328,9.99963",3031,Peak,Tundra,Albite,FELDSPAT
3233,"46.21667,7.60000",1607,Mine,Tundra,Cualstibite-1M,SULFATE_UND_HYDROXIDE
191618,"47.74798,8.68782",478,Quarry,Temperate oceanic climate,Goethite,SULFIDE
108294,"46.46639,7.94694",2802,Glacier,Tundra,Calcite,CARBONATE
134088,"46.23314,7.61573",2338,Vein,Tundra,Tetrahedrite,ARSENATE
191386,"46.84079,8.76666",1200,Valley,Tundra,Titanite,TITANIT
132095,"46.57250,8.41500",2413,Mountain Area,Subarctic climate,Ilmenite,OXIDE
134041,"46.05435,7.11073",2521,Slope,Tundra,Asbestos,SULFATE_UND_HYDROXIDE
134038,"46.54306,8.59111",2253,Occurrence,Tundra,Calcite,CARBONATE
417929,"46.39313,9.17975",2305,Outcrop,Subarctic climate,Staurolite,ALUMINIUM_SILIKATE
65693,"46.01285,7.84230",2950,Mountain Range,Tundra,Clinochrysotile,CHLORIT
133973,"46.84426,9.82552",2250,Alpine Pasture,Tundra,Picotite,SILICATE
191373,"46.30195,8.56862",780,Quarry,Subarctic climate,Vanadinite,PHOSPHATE
29663,"46.65250,9.35806",2911,Mountain,Tundra,Rock Crystal,QUARTZ
29316,"47.47446,8.03879",491,Mine,Temperate oceanic climate,Goethite,SULFIDE
245457,"46.25495,7.60587",2255,Alpine Pasture,Tundra,Chalcocite,SULFATE_UND_HYDROXIDE
191651,"46.53286,9.49798",2516,Unknown,Tundra,Aegirine,PYROXENE
122696,"46.11527,8.69592",394,Valley,Subarctic climate,Phosphosiderite,SULFATE_UND_HYDROXIDE
134413,"46.56194,8.58139",2664,Mountain,Tundra,Epidote,SILICATE
5818,"46.07007,6.97271",1087,Unknown,Temperate oceanic climate,Xenotime,PHOSPHATE
133275,"46.51806,8.88500",1427,Unknown,Tundra,Cobaltite,METALLE_UND_LEGIERUNGEN
105911,"46.45944,8.71917",2620,Mountain Area,Subarctic climate,Tremolite,SULFIDE
303638,"46.95448,6.72471",725,Slag Locality,Temperate oceanic climate,Gypsum,SULFATE_UND_HYDROXIDE
4633,"46.26833,8.08583",3007,Unknown,Subarctic climate,Rutile,RUTIL
7758,"46.69243,8.70162",2441,Valley,Tundra,Datolite,SILICATE
72012,"46.22991,8.98452",1449,Mountain,Subarctic climate,Geikielite-Ilmenite Series,SILICATE
133972,"45.93857,7.73205",3565,Mountain,Subarctic climate,Calcite,CARBONATE
134101,"46.15750,7.68028",2641,Unknown,Tundra,Tetrahedrite,ARSENATE
10231,"46.21667,7.60000",1607,Mine,Tundra,Gypsum,SULFATE_UND_HYDROXIDE
3221,"46.32476,8.00722",696,Tunnel,Subarctic climate,Albite,FELDSPAT
191687,"46.34885,9.73378",2556,Pass,Tundra,Microlite,SILICATE
134425,"46.34667,9.71833",2937,Group of Pegmatites,Tundra,Grossular,PYROXENE
33939,"47.80067,7.89865",600,Mine (Inactive) - last checked 2023,Temperate oceanic climate,Plumboagardite,SULFATE_UND_HYDROXIDE
134086,"46.23765,7.63596",2553,Mine (Abandoned) - last checked 2020,Tundra,Quartz,QUARTZ
442598,"47.02164,8.76112",1331,Group of Cliffs,Temperate oceanic climate,Calcite,CARBONATE
134396,"46.54441,8.60102",2190,Occurrence,Tundra,Bastnäsite,SILICATE
193356,"46.55010,8.59056",2170,Mountain,Tundra,Albite,FELDSPAT
245927),"46.28694,9.99833",2787,Slope,Tundra,Albite,FELDSPAT
134453,"46.68694,8.83194",1309,Road Cutting,Tundra,Galena,SULFIDE
29314,"46.79556,6.52056",797,Group of Quarries (Abandoned) - last checked 2023,Temperate oceanic climate,Sphalerite,ALUMINIUM_SILIKATE
121017,"45.92778,7.78528",4027,Mountain,Subarctic climate,Clinochlore,SILICATE
59804,"46.57694,8.72806",2930,Unknown,Tundra,Monazite,SILICATE
122628,"46.26083,7.02917",492,Mine,Tundra,Epsomite,HALOGENIDE_UND_SALZE
3225,"46.54278,8.54750",2695,Mountain,Tundra,Albite,FELDSPAT
193436,"46.29060,10.05011",1566,Deposit,Tundra,Dolomite,CARBONATE
134047,"46.86778,9.43806",2369,Unknown,Tundra,Quartz,QUARTZ
266811,"46.03598,7.96058",2130,Reservoir,Tundra,Kyanite,ALUMINIUM_SILIKATE
69716,"45.95156,8.92502",659,Quarry,Temperate oceanic climate,Albite,FELDSPAT
191935,"46.17830,7.82448",1646,Town,Tundra,Rock Crystal,QUARTZ
133989,"46.18942,7.03808",776,Unknown,Tundra,Galena,SULFIDE
31370,"46.03840,7.88650",3552,Mineral Occurrence Area,Tundra,Chloritoid,CHLORIT
193530,"46.19288,9.02108",268,Unknown,Subarctic climate,Chlorite,CHLORIT
29206,"46.09614,7.07974",474,Tunnel,Tundra,Szomolnokite,SILICATE
134432,"46.27841,9.17090",384,Hamlet,Subarctic climate,Quartz,QUARTZ
29366,"47.18167,7.25167",653,Quarry,Temperate oceanic climate,Pyrite,SULFIDE
144452,"45.93868,7.75907",4058,Mountain,Subarctic climate,Calcite,CARBONATE
11336,"46.09111,7.11194",1416,Unknown,Tundra,Rutile,RUTIL
122682,"46.22851,7.59755",1875,Unknown,Tundra,Pyrite,SULFIDE
41161,"46.13194,7.73806",3365,Pass,Tundra,Kyanite,ALUMINIUM_SILIKATE
253343,"46.07500,6.96028",1510,Unknown,Temperate oceanic climate,Biotite,GLIMMER
423460,"46.50000,9.63333",1662,Outcrop,Tundra,Pyrrhotite,SULFIDE
61119,"46.53333,8.40000",2485,Valley,Subarctic climate,Dolomite,CARBONATE
133996,"46.32670,9.56654",1102,Valley,Tundra,Garnet,PHOSPHATE
130991,"46.76282,8.80578",2042,Valley,Tundra,Brookite,SONSTIGE
245937,"46.36371,9.97975",2964,Glacier,Tundra,Quartz,QUARTZ
130958,"46.57667,8.38833",2243,Unknown,Subarctic climate,Heyrovskýite,SILICATE
239063,"46.69258,8.69133",2844,Mountain,Tundra,Adularia,FELDSPAT
134534,"46.66383,8.52983",1559,River Valley,Tundra,Fluorite,SONSTIGE
107785,"46.30306,8.14056",3089,Occurrence,Subarctic climate,Quartz,QUARTZ
257786,"47.42133,8.15133",404,Group of Quarries,Temperate oceanic climate,Ankerite,DOLOMIT
6478,"46.57306,9.68444",2241,Mine,Tundra,Braunite,OXIDE
108726,"46.21483,7.60335",1626,Mine,Tundra,Zincowoodwardite-1T,SILICATE
56576,"47.05250,9.17306",2211,Unknown,Temperate oceanic climate,Quartz,QUARTZ
123561,"46.32306,7.75694",1157,Tunnel,Tundra,Gypsum,SULFATE_UND_HYDROXIDE
191765,"46.47653,8.72227",1836,Lake,Subarctic climate,Limonite,SULFATE_UND_HYDROXIDE
223683,"46.16486,7.70432",2540,Unknown,Tundra,Titanite,TITANIT
134488,"46.35648,8.49212",1785,Alpine Pasture,Subarctic climate,Sphalerite,ALUMINIUM_SILIKATE
191647,"46.67700,8.64087",2714,Pass,Tundra,K Feldspar,FELDSPAT
23617,"46.12000,7.00139",1652,Prospect,Tundra,Uranospinite,URANMINERALE
14678,"46.76454,8.75064",1557,Valley,Tundra,Chlorite,CHLORIT
250821,"46.10169,7.58245",2364,Glacier,Tundra,Magnesiochromite,OXIDE
122627,"46.53047,9.32470",1795,Deposit,Tundra,Braunite,OXIDE
134120,"47.11667,7.55000",480,Meteorite Fall Location,Temperate oceanic climate,Clinoenstatite,AMPHIBOLE
245918,"46.29264,10.07775",968,Village,Tundra,Kermesite,SULFIDE
133201,"46.55611,8.56722",2093,Mountain Area,Tundra,Adularia,FELDSPAT
133996,"46.32670,9.56654",1102,Valley,Tundra,Garnet,PHOSPHATE
271093,"47.50562,7.85212",533,Unknown,Temperate oceanic climate,Dorallcharite,SILICATE
108287,"46.07528,7.93000",3164,Mountain,Tundra,Calcite,CARBONATE
133207,"46.44849,8.49593",2567,Slope,Subarctic climate,Chlorite,CHLORIT
418871,"46.62215,8.83949",1698,Placer,Tundra,Quartz,QUARTZ
188757,"47.05100,8.79985",1129,Quarry,Temperate oceanic climate,Aragonite,DOLOMIT
68485,"46.11111,7.32583",2211,Lake,Tundra,Clausthalite,SULFIDE
122697,"46.08009,7.07598",793,Unknown,Tundra,Hexahydrite,SILICATE
29216,"46.08909,7.10774",1313,Unknown,Tundra,Bismutite,SULFIDE
134086,"46.23765,7.63596",2553,Mine (Abandoned) - last checked 2020,Tundra,Quartz,QUARTZ
7758,"46.69243,8.70162",2411,Valley,Tundra,Datolite,SILICATE
49520,"47.05762,9.45112",493,Mine,Temperate oceanic climate,Pyrochroite,SULFATE_UND_HYDROXIDE
14685,"46.16583,7.72333",2807,Glacier,Tundra,Titanite,TITANIT
359484,"46.30192,10.03446",1616,Quarry,Tundra,Bornite,SULFIDE
134128,"46.81861,7.21806",647,Meteorite Fall Location,Temperate oceanic climate,Bronzite,SILICATE
134064,"46.00241,7.75193",2247,Mountain,Tundra,Aragonite,DOLOMIT
31871,"46.32028,7.75500",850,Tunnel,Tundra,Titanite,TITANIT
246069,"46.79825,9.70315",1453,Deposit,Tundra,Sursassite,SULFATE_UND_HYDROXIDE
257497,"46.56250,9.68028",2493,Unknown,Tundra,Calcite,CARBONATE
191391,"46.93877,10.43253",2548,Unknown,Tundra,Saponite,CHLORIT
56465,"46.93123,6.65697",766,Mine,Temperate oceanic climate,Bitumen,SULFATE_UND_HYDROXIDE
134031,"46.68513,8.85747",1140,Gorge,Tundra,Jamesonite,SILICATE
22954,"46.56128,8.33670",2163,Pass,Subarctic climate,Quartz Gwindel,QUARTZ
191618,"47.74798,8.68782",476,Quarry,Temperate oceanic climate,Goethite,SULFIDE
31869,"46.07960,7.87880",3334,Occurrence,Tundra,Garnet,PHOSPHATE
134463,"46.49888,9.61619",2273,Unknown,Tundra,Marcasite,SULFIDE
417931,"46.47403,9.11971",2721,Outcrop,Subarctic climate,Talc,SILICATE
134455,"46.67140,8.78450",1386,Valley,Tundra,Jamesonite,SILICATE
155814,"46.49994,8.49958",1468,Hamlet,Subarctic climate,Gypsum,SULFATE_UND_HYDROXIDE
7685,"46.29500,9.11361",885,Group of Quarries,Subarctic climate,Quartz,QUARTZ
131013,"46.23728,7.85210",1473,Deposit,Tundra,Berlinite,SONSTIGES
29366,"47.18167,7.25167",616,Quarry,Temperate oceanic climate,Pyrite,SULFIDE
191717,"46.04620,7.93552",2823,Glacier,Tundra,Omphacite,PYROXENE
133278,"46.03675,7.82284",2918,Deposit,Tundra,Quartz,QUARTZ
220211,"46.65558,6.53632",545,Quarry,Temperate oceanic climate,Aragonite,DOLOMIT
12413,"46.06861,7.91583",2997,Outcrop,Tundra,Actinolite,SILICATE
122692,"46.19028,7.68056",2500,Mine,Tundra,Gypsum,SULFATE_UND_HYDROXIDE
188887,"46.19742,8.13984",1006,Village,Subarctic climate,Emplectite,SILICATE
29314,"46.79556,6.52056",756,Group of Quarries (Abandoned) - last checked 2023,Temperate oceanic climate,Sphalerite,ALUMINIUM_SILIKATE
424715,"46.29847,10.01472",2252,Group of Mines (Abandoned) - last checked 2022,Tundra,Calcite,CARBONATE
29199,"46.40924,8.11506",1757,Creek,Subarctic climate,Chabazite,SILICATE
188954,"46.32444,9.70139",2447,Glacier,Tundra,Quartz,QUARTZ
127199,"46.23917,7.65389",2986,Unknown,Tundra,Cuprosklodowskite,SILICATE
417930,"46.39445,9.17576",2161,Outcrop,Subarctic climate,Almandine,SILICATE
404851,"47.70684,8.81155",412,Dike,Temperate oceanic climate,Nepheline,SILICATE
191657,"46.62694,10.25028",2620,Mountain,Tundra,Malachite,CARBONATE
35157,"46.53889,8.51944",2908,Peak,Tundra,Titanite,TITANIT
246463,"46.01441,8.86157",571,Unknown,Subarctic climate,Pyrrhotite,SULFIDE
105794,"46.67417,8.64195",2821,Mountain,Tundra,Calcite,CARBONATE
68879,"46.17194,7.37083",2293,Unknown,Tundra,Albite,FELDSPAT
13708,"46.29657,8.61876",388,Group of Quarries,Subarctic climate,Clinozoisite,SILICATE
134460,"46.55292,9.64135",1868,Deposit,Tundra,Calcite,CARBONATE
191395,"46.24131,9.07996",564,Valley,Subarctic climate,Anatase,RUTIL
191593,"46.83287,9.80500",2657,Pass,Tundra,Magnetite,SULFIDE
3213,"46.64417,8.70917",1673,Gorge,Tundra,Quartz,QUARTZ
193402,"46.70917,8.98972",2008,Mountain,Tundra,Limonite,SULFATE_UND_HYDROXIDE
133214,"46.42228,9.78369",2325,Deposit,Tundra,Amphibole,QUARTZ
4633,"46.26833,8.08583",3007,Unknown,Subarctic climate,Rutile,RUTIL
188628,"46.73722,9.22972",1076,Occurrence,Tundra,Goyazite,CHLORIT
3222,"46.43306,8.77694",2871,Mountain,Subarctic climate,Albite,FELDSPAT
22190,"46.54639,9.46222",2153,Mine,Tundra,Braunite,OXIDE
188955,"46.22722,9.04778",255,Unknown,Subarctic climate,Garnet,PHOSPHATE
134619,"46.53444,9.46444",2808,Mountain,Tundra,Covellite,SULFIDE
134020,"46.47798,8.57711",2253,Lake,Subarctic climate,Clinozoisite,SILICATE
