Mindat Locality ID,Latitude & Longitude,Altitude,Type,Köppen climate type,Mineral
14685,"46.16583,7.72333",2807,Glacier,Tundra,Hollandite
359484,"46.30192,10.03446",1616,Quarry,Tundra,Andradite
31871,"46.32028,7.75500",850,Tunnel,Tundra,Fluorapatite
134031,"46.68513,8.85747",1140,Gorge,Tundra,Hydrozincite
7685,"46.29500,9.11361",885,Group of Quarries,Subarctic climate,Mesolite
12413,"46.06861,7.91583",2997,Outcrop,Tundra,Demantoid
122692,"46.19028,7.68056",2500,Mine,Tundra,Langite
246463,"46.01441,8.86157",571,Unknown,Subarctic climate,Hemimorphite
3213,"46.64417,8.70917",1673,Gorge,Tundra,Fluorapatite
22190,"46.54639,9.46222",2153,Mine,Tundra,Paraniite
3211,"46.55333,9.64694",2143,Mine (Abandoned) - last checked 2023,Tundra,Strontium-bearing Piemontite
29322,"46.84778,9.43667",1244,Mine,Tundra,Gold
191625,"46.15111,7.45389",1045,Unknown,Tundra,Wulfenite
134118,"47.06448,9.18338",1878,Mine (Inactive) - last checked 2020,Temperate oceanic climate,Calcite
43246,"46.22449,7.71244",1771,Valley,Tundra,Erythrite
69716,"45.95156,8.92502",637,Quarry,Temperate oceanic climate,Hematite
134067,"46.30197,10.02993",1757,Hamlet,Tundra,Chalcocite
134057,"46.23544,7.59054",1795,Mine,Tundra,Anglesite
122688,"46.03748,7.18409",2386,Unknown,Tundra,Duftite
122690,"46.16474,7.61815",1721,Mine,Tundra,Calcite
3229,"46.44624,8.49302",2653,Unknown,Subarctic climate,Rock Crystal
3233,"46.21667,7.60000",1607,Mine,Tundra,Mimetite
134088,"46.23314,7.61573",2338,Vein,Tundra,Clinochlore
132095,"46.57250,8.41500",2413,Mountain Area,Subarctic climate,Tourmaline
191651,"46.53286,9.49798",2516,Unknown,Tundra,Palenzonaite
122696,"46.11527,8.69592",394,Valley,Subarctic climate,Coquimbite
7758,"46.69243,8.70162",2441,Valley,Tundra,Rock Crystal
10231,"46.21667,7.60000",1607,Mine,Tundra,Gersdorffite
3221,"46.32476,8.00722",696,Tunnel,Subarctic climate,Sagenite (of Saussure)
122628,"46.26083,7.02917",492,Mine,Tundra,Smithsonite
134047,"46.86778,9.43806",2369,Unknown,Tundra,Gold
69716,"45.95156,8.92502",659,Quarry,Temperate oceanic climate,Kaolinite
133989,"46.18942,7.03808",776,Unknown,Tundra,Beyerite
31370,"46.03840,7.88650",3552,Mineral Occurrence Area,Tundra,Sphalerite
29206,"46.09614,7.07974",474,Tunnel,Tundra,Cosalite
11336,"46.09111,7.11194",1416,Unknown,Tundra,Chalcopyrite
41161,"46.13194,7.73806",3365,Pass,Tundra,Zinc-bearing Staurolite
107785,"46.30306,8.14056",3089,Occurrence,Subarctic climate,Hammarite
6478,"46.57306,9.68444",2241,Mine,Tundra,Hematite
108726,"46.21483,7.60335",1626,Mine,Tundra,Azurite
56576,"47.05250,9.17306",2211,Unknown,Temperate oceanic climate,Mimetite
123561,"46.32306,7.75694",1157,Tunnel,Tundra,Monazite
223683,"46.16486,7.70432",2540,Unknown,Tundra,Calcite
23617,"46.12000,7.00139",1652,Prospect,Tundra,Zinczippeite
122627,"46.53047,9.32470",1795,Deposit,Tundra,Bementite
418871,"46.62215,8.83949",1698,Placer,Tundra,Arsenopyrite
122697,"46.08009,7.07598",793,Unknown,Tundra,Sphalerite
29216,"46.08909,7.10774",1313,Unknown,Tundra,Arsenopyrite
7758,"46.69243,8.70162",2411,Valley,Tundra,Rock Crystal
14685,"46.16583,7.72333",2807,Glacier,Tundra,Wallkilldellite
359484,"46.30192,10.03446",1616,Quarry,Tundra,Clinochlore
31871,"46.32028,7.75500",850,Tunnel,Tundra,Scheelite
134031,"46.68513,8.85747",1140,Gorge,Tundra,Sphalerite
7685,"46.29500,9.11361",885,Group of Quarries,Subarctic climate,Scheelite
12413,"46.06861,7.91583",2997,Outcrop,Tundra,Chamosite
122692,"46.19028,7.68056",2500,Mine,Tundra,Rösslerite
246463,"46.01441,8.86157",571,Unknown,Subarctic climate,Hydrozincite
3213,"46.64417,8.70917",1673,Gorge,Tundra,Malachite
22190,"46.54639,9.46222",2153,Mine,Tundra,Scheelite
3211,"46.55333,9.64694",2143,Mine (Abandoned) - last checked 2023,Tundra,Tinzenite
29322,"46.84778,9.43667",1244,Mine,Tundra,Anatase
191625,"46.15111,7.45389",1045,Unknown,Tundra,Anglesite
134118,"47.06448,9.18338",1878,Mine (Inactive) - last checked 2020,Temperate oceanic climate,Heimite
43246,"46.22449,7.71244",1771,Valley,Tundra,Diaspore
69716,"45.95156,8.92502",637,Quarry,Temperate oceanic climate,Kaolinite
134067,"46.30197,10.02993",1757,Hamlet,Tundra,Starkeyite
134057,"46.23544,7.59054",1795,Mine,Tundra,Hemimorphite
122688,"46.03748,7.18409",2386,Unknown,Tundra,Bindheimite
122690,"46.16474,7.61815",1721,Mine,Tundra,Nickeline
3229,"46.44624,8.49302",2653,Unknown,Subarctic climate,Hematite
3233,"46.21667,7.60000",1607,Mine,Tundra,Wallkilldellite
134088,"46.23314,7.61573",2338,Vein,Tundra,Sphalerite
132095,"46.57250,8.41500",2413,Mountain Area,Subarctic climate,Sagenite (of Saussure)
122696,"46.11527,8.69592",394,Valley,Subarctic climate,Tapiolite
7758,"46.69243,8.70162",2441,Valley,Tundra,Seidozerite
10231,"46.21667,7.60000",1607,Mine,Tundra,Löllingite
3221,"46.32476,8.00722",696,Tunnel,Subarctic climate,Anatase
122628,"46.26083,7.02917",492,Mine,Tundra,Anhydrite
134047,"46.86778,9.43806",2369,Unknown,Tundra,Anatase
69716,"45.95156,8.92502",659,Quarry,Temperate oceanic climate,Sphalerite
133989,"46.18942,7.03808",776,Unknown,Tundra,Clinochlore
31370,"46.03840,7.88650",3552,Mineral Occurrence Area,Tundra,Almandine-Pyrope Series
29206,"46.09614,7.07974",474,Tunnel,Tundra,Trona
11336,"46.09111,7.11194",1416,Unknown,Tundra,K Feldspar
41161,"46.13194,7.73806",3365,Pass,Tundra,Fluorite
107785,"46.30306,8.14056",3089,Occurrence,Subarctic climate,Gold
6478,"46.57306,9.68444",2241,Mine,Tundra,Cryptomelane
108726,"46.21483,7.60335",1626,Mine,Tundra,Wulfenite
56576,"47.05250,9.17306",2211,Unknown,Temperate oceanic climate,Graphite
123561,"46.32306,7.75694",1157,Tunnel,Tundra,Saponite
223683,"46.16486,7.70432",2540,Unknown,Tundra,Pyrobelonite
23617,"46.12000,7.00139",1652,Prospect,Tundra,Wölsendorfite
122627,"46.53047,9.32470",1795,Deposit,Tundra,Hedenbergite
418871,"46.62215,8.83949",1698,Placer,Tundra,Plagioclase
122697,"46.08009,7.07598",793,Unknown,Tundra,Adularia
29216,"46.08909,7.10774",1313,Unknown,Tundra,Zircon
7758,"46.69243,8.70162",2411,Valley,Tundra,Seidozerite
14685,"46.16583,7.72333",2807,Glacier,Tundra,Fluorapatite
359484,"46.30192,10.03446",1616,Quarry,Tundra,Demantoid
31871,"46.32028,7.75500",850,Tunnel,Tundra,Monazite
134031,"46.68513,8.85747",1140,Gorge,Tundra,Römerite
7685,"46.29500,9.11361",885,Group of Quarries,Subarctic climate,Apophyllite
12413,"46.06861,7.91583",2997,Outcrop,Tundra,Magnetite
122692,"46.19028,7.68056",2500,Mine,Tundra,Fluorapatite
246463,"46.01441,8.86157",571,Unknown,Subarctic climate,Hematite
3213,"46.64417,8.70917",1673,Gorge,Tundra,Monazite
22190,"46.54639,9.46222",2153,Mine,Tundra,Rhodonite
3211,"46.55333,9.64694",2143,Mine (Abandoned) - last checked 2023,Tundra,Hollandite
29322,"46.84778,9.43667",1244,Mine,Tundra,Azurite
191625,"46.15111,7.45389",1045,Unknown,Tundra,Hemimorphite
134118,"47.06448,9.18338",1878,Mine (Inactive) - last checked 2020,Temperate oceanic climate,Chalcopyrite
43246,"46.22449,7.71244",1771,Valley,Tundra,Safflorite
69716,"45.95156,8.92502",637,Quarry,Temperate oceanic climate,Sphalerite
134067,"46.30197,10.02993",1757,Hamlet,Tundra,Chalcopyrite
134057,"46.23544,7.59054",1795,Mine,Tundra,Hydrozincite
122688,"46.03748,7.18409",2386,Unknown,Tundra,Zincolivenite
122690,"46.16474,7.61815",1721,Mine,Tundra,Eclarite
3229,"46.44624,8.49302",2653,Unknown,Subarctic climate,Adularia
3233,"46.21667,7.60000",1607,Mine,Tundra,Malachite
134088,"46.23314,7.61573",2338,Vein,Tundra,Magnetite
132095,"46.57250,8.41500",2413,Mountain Area,Subarctic climate,Anatase
122696,"46.11527,8.69592",394,Valley,Subarctic climate,Landesite
7758,"46.69243,8.70162",2441,Valley,Tundra,Byssolite
10231,"46.21667,7.60000",1607,Mine,Tundra,Erythrite
3221,"46.32476,8.00722",696,Tunnel,Subarctic climate,Microcline
122628,"46.26083,7.02917",492,Mine,Tundra,Melanterite
134047,"46.86778,9.43806",2369,Unknown,Tundra,Azurite
69716,"45.95156,8.92502",659,Quarry,Temperate oceanic climate,Sceptre Quartz
133989,"46.18942,7.03808",776,Unknown,Tundra,Sphalerite
31370,"46.03840,7.88650",3552,Mineral Occurrence Area,Tundra,Glaucophane
29206,"46.09614,7.07974",474,Tunnel,Tundra,Synchysite
11336,"46.09111,7.11194",1416,Unknown,Tundra,Baryte
41161,"46.13194,7.73806",3365,Pass,Tundra,Ankerite
107785,"46.30306,8.14056",3089,Occurrence,Subarctic climate,Synchysite
6478,"46.57306,9.68444",2241,Mine,Tundra,Arseniopleite
108726,"46.21483,7.60335",1626,Mine,Tundra,Chrysocolla
56576,"47.05250,9.17306",2211,Unknown,Temperate oceanic climate,Malachite
123561,"46.32306,7.75694",1157,Tunnel,Tundra,Allanite
223683,"46.16486,7.70432",2540,Unknown,Tundra,Pyrite
23617,"46.12000,7.00139",1652,Prospect,Tundra,Zippeite
122627,"46.53047,9.32470",1795,Deposit,Tundra,Ferri-ghoseite
418871,"46.62215,8.83949",1698,Placer,Tundra,Specularite
122697,"46.08009,7.07598",793,Unknown,Tundra,Sulphur
29216,"46.08909,7.10774",1313,Unknown,Tundra,Wulfenite
7758,"46.69243,8.70162",2411,Valley,Tundra,Byssolite
14685,"46.16583,7.72333",2807,Glacier,Tundra,Malachite
359484,"46.30192,10.03446",1616,Quarry,Tundra,Antigorite
31871,"46.32028,7.75500",850,Tunnel,Tundra,Almandine
134031,"46.68513,8.85747",1140,Gorge,Tundra,Fibroferrite
7685,"46.29500,9.11361",885,Group of Quarries,Subarctic climate,Heulandite-Ca
12413,"46.06861,7.91583",2997,Outcrop,Tundra,Cuprite
122692,"46.19028,7.68056",2500,Mine,Tundra,Acanthite
246463,"46.01441,8.86157",571,Unknown,Subarctic climate,Sphalerite
3213,"46.64417,8.70917",1673,Gorge,Tundra,Silver
22190,"46.54639,9.46222",2153,Mine,Tundra,Monazite
3211,"46.55333,9.64694",2143,Mine (Abandoned) - last checked 2023,Tundra,Anatase
29322,"46.84778,9.43667",1244,Mine,Tundra,Malachite
191625,"46.15111,7.45389",1045,Unknown,Tundra,Hydrozincite
134118,"47.06448,9.18338",1878,Mine (Inactive) - last checked 2020,Temperate oceanic climate,Pyrite
43246,"46.22449,7.71244",1771,Valley,Tundra,Argandite
69716,"45.95156,8.92502",637,Quarry,Temperate oceanic climate,Sceptre Quartz
134067,"46.30197,10.02993",1757,Hamlet,Tundra,Diopside
134057,"46.23544,7.59054",1795,Mine,Tundra,Sphalerite
122688,"46.03748,7.18409",2386,Unknown,Tundra,Cinnabar
122690,"46.16474,7.61815",1721,Mine,Tundra,Chalcopyrite
3229,"46.44624,8.49302",2653,Unknown,Subarctic climate,Sceptre Quartz
3233,"46.21667,7.60000",1607,Mine,Tundra,Acanthite
134088,"46.23314,7.61573",2338,Vein,Tundra,Idaite
132095,"46.57250,8.41500",2413,Mountain Area,Subarctic climate,Fluorapatite
122696,"46.11527,8.69592",394,Valley,Subarctic climate,Mitridatite
7758,"46.69243,8.70162",2441,Valley,Tundra,Hematite
10231,"46.21667,7.60000",1607,Mine,Tundra,Scorodite
3221,"46.32476,8.00722",696,Tunnel,Subarctic climate,Smythite
122628,"46.26083,7.02917",492,Mine,Tundra,Natron
134047,"46.86778,9.43806",2369,Unknown,Tundra,Malachite
69716,"45.95156,8.92502",659,Quarry,Temperate oceanic climate,Fluorite
133989,"46.18942,7.03808",776,Unknown,Tundra,Parauranophane
31370,"46.03840,7.88650",3552,Mineral Occurrence Area,Tundra,Perovskite
29206,"46.09614,7.07974",474,Tunnel,Tundra,Anatase
11336,"46.09111,7.11194",1416,Unknown,Tundra,Gold
107785,"46.30306,8.14056",3089,Occurrence,Subarctic climate,Anatase
6478,"46.57306,9.68444",2241,Mine,Tundra,Opal
108726,"46.21483,7.60335",1626,Mine,Tundra,Hydrozincite
56576,"47.05250,9.17306",2211,Unknown,Temperate oceanic climate,Duftite
123561,"46.32306,7.75694",1157,Tunnel,Tundra,Brookite
223683,"46.16486,7.70432",2540,Unknown,Tundra,Chalcopyrite
23617,"46.12000,7.00139",1652,Prospect,Tundra,Coffinite
122627,"46.53047,9.32470",1795,Deposit,Tundra,Gasparite
418871,"46.62215,8.83949",1698,Placer,Tundra,Zircon
122697,"46.08009,7.07598",793,Unknown,Tundra,Rozenite
29216,"46.08909,7.10774",1313,Unknown,Tundra,Hemimorphite
7758,"46.69243,8.70162",2411,Valley,Tundra,Hematite
14685,"46.16583,7.72333",2807,Glacier,Tundra,Argandite
359484,"46.30192,10.03446",1616,Quarry,Tundra,Perovskite
31871,"46.32028,7.75500",850,Tunnel,Tundra,Allanite
134031,"46.68513,8.85747",1140,Gorge,Tundra,Ilmenite
7685,"46.29500,9.11361",885,Group of Quarries,Subarctic climate,Monazite
122692,"46.19028,7.68056",2500,Mine,Tundra,Bismuth
246463,"46.01441,8.86157",571,Unknown,Subarctic climate,Aurichalcite
3213,"46.64417,8.70917",1673,Gorge,Tundra,Brookite
22190,"46.54639,9.46222",2153,Mine,Tundra,Goldmanite
3211,"46.55333,9.64694",2143,Mine (Abandoned) - last checked 2023,Tundra,Coralloite
29322,"46.84778,9.43667",1244,Mine,Tundra,Blue Quartz
191625,"46.15111,7.45389",1045,Unknown,Tundra,Hematite
134118,"47.06448,9.18338",1878,Mine (Inactive) - last checked 2020,Temperate oceanic climate,Tennantite
43246,"46.22449,7.71244",1771,Valley,Tundra,Saponite
69716,"45.95156,8.92502",637,Quarry,Temperate oceanic climate,Fluorite
134067,"46.30197,10.02993",1757,Hamlet,Tundra,Heazlewoodite
134057,"46.23544,7.59054",1795,Mine,Tundra,Aurichalcite
122688,"46.03748,7.18409",2386,Unknown,Tundra,Linarite
122690,"46.16474,7.61815",1721,Mine,Tundra,Pyrite
3229,"46.44624,8.49302",2653,Unknown,Subarctic climate,Schorl
3233,"46.21667,7.60000",1607,Mine,Tundra,Duftite
132095,"46.57250,8.41500",2413,Mountain Area,Subarctic climate,Tellurium
122696,"46.11527,8.69592",394,Valley,Subarctic climate,Cacoxenite
7758,"46.69243,8.70162",2441,Valley,Tundra,Quartz Gwindel
10231,"46.21667,7.60000",1607,Mine,Tundra,Picropharmacolite
3221,"46.32476,8.00722",696,Tunnel,Subarctic climate,Almandine
122628,"46.26083,7.02917",492,Mine,Tundra,Anglesite
134047,"46.86778,9.43806",2369,Unknown,Tundra,Blue Quartz
69716,"45.95156,8.92502",659,Quarry,Temperate oceanic climate,Opal
133989,"46.18942,7.03808",776,Unknown,Tundra,Opal
31370,"46.03840,7.88650",3552,Mineral Occurrence Area,Tundra,Magnetite
29206,"46.09614,7.07974",474,Tunnel,Tundra,Ferro-actinolite
11336,"46.09111,7.11194",1416,Unknown,Tundra,Synchysite
107785,"46.30306,8.14056",3089,Occurrence,Subarctic climate,Chernovite
108726,"46.21483,7.60335",1626,Mine,Tundra,Adularia
56576,"47.05250,9.17306",2211,Unknown,Temperate oceanic climate,Plumboagardite
123561,"46.32306,7.75694",1157,Tunnel,Tundra,Pyromorphite
223683,"46.16486,7.70432",2540,Unknown,Tundra,Turtmannite
23617,"46.12000,7.00139",1652,Prospect,Tundra,Uraninite
122627,"46.53047,9.32470",1795,Deposit,Tundra,Neotocite
418871,"46.62215,8.83949",1698,Placer,Tundra,Anglesite
122697,"46.08009,7.07598",793,Unknown,Tundra,Wilcoxite
29216,"46.08909,7.10774",1313,Unknown,Tundra,Hydrozincite
7758,"46.69243,8.70162",2411,Valley,Tundra,Quartz Gwindel
14685,"46.16583,7.72333",2807,Glacier,Tundra,Clino-suenoite
359484,"46.30192,10.03446",1616,Quarry,Tundra,Magnetite
31871,"46.32028,7.75500",850,Tunnel,Tundra,Brookite
7685,"46.29500,9.11361",885,Group of Quarries,Subarctic climate,Hessonite
122692,"46.19028,7.68056",2500,Mine,Tundra,Maucherite
246463,"46.01441,8.86157",571,Unknown,Subarctic climate,Greenockite
3213,"46.64417,8.70917",1673,Gorge,Tundra,Rock Crystal
22190,"46.54639,9.46222",2153,Mine,Tundra,Tiragalloite
3211,"46.55333,9.64694",2143,Mine (Abandoned) - last checked 2023,Tundra,Wallkilldellite
29322,"46.84778,9.43667",1244,Mine,Tundra,Scheelite
191625,"46.15111,7.45389",1045,Unknown,Tundra,Clinochlore
134118,"47.06448,9.18338",1878,Mine (Inactive) - last checked 2020,Temperate oceanic climate,Cyanotrichite
43246,"46.22449,7.71244",1771,Valley,Tundra,Sperrylite
69716,"45.95156,8.92502",637,Quarry,Temperate oceanic climate,Opal
134067,"46.30197,10.02993",1757,Hamlet,Tundra,K Feldspar
134057,"46.23544,7.59054",1795,Mine,Tundra,Cuprite
122688,"46.03748,7.18409",2386,Unknown,Tundra,Dickite
122690,"46.16474,7.61815",1721,Mine,Tundra,Smectite
3229,"46.44624,8.49302",2653,Unknown,Subarctic climate,Ilmenite
3233,"46.21667,7.60000",1607,Mine,Tundra,Bindheimite
132095,"46.57250,8.41500",2413,Mountain Area,Subarctic climate,Actinolite-Ferro-actinolite Series
122696,"46.11527,8.69592",394,Valley,Subarctic climate,Tschermigite
7758,"46.69243,8.70162",2441,Valley,Tundra,Clinochlore
10231,"46.21667,7.60000",1607,Mine,Tundra,Galenobismutite
3221,"46.32476,8.00722",696,Tunnel,Subarctic climate,Anhydrite
122628,"46.26083,7.02917",492,Mine,Tundra,Hemimorphite
134047,"46.86778,9.43806",2369,Unknown,Tundra,Scheelite
31370,"46.03840,7.88650",3552,Mineral Occurrence Area,Tundra,Talc
29206,"46.09614,7.07974",474,Tunnel,Tundra,Fluorapatite
11336,"46.09111,7.11194",1416,Unknown,Tundra,Beaverite
107785,"46.30306,8.14056",3089,Occurrence,Subarctic climate,Fluorapatite
108726,"46.21483,7.60335",1626,Mine,Tundra,Dypingite
56576,"47.05250,9.17306",2211,Unknown,Temperate oceanic climate,Parnauite
123561,"46.32306,7.75694",1157,Tunnel,Tundra,Arsenopyrite
223683,"46.16486,7.70432",2540,Unknown,Tundra,Jacobsite
23617,"46.12000,7.00139",1652,Prospect,Tundra,Antlerite
122627,"46.53047,9.32470",1795,Deposit,Tundra,Palenzonaite
418871,"46.62215,8.83949",1698,Placer,Tundra,Andradite
29216,"46.08909,7.10774",1313,Unknown,Tundra,Andradite
7758,"46.69243,8.70162",2411,Valley,Tundra,Clinochlore
14685,"46.16583,7.72333",2807,Glacier,Tundra,UM2006-20-VO:AsHMnSi
359484,"46.30192,10.03446",1616,Quarry,Tundra,Ilmenite
31871,"46.32028,7.75500",850,Tunnel,Tundra,Asbestos
7685,"46.29500,9.11361",885,Group of Quarries,Subarctic climate,Stellerite
122692,"46.19028,7.68056",2500,Mine,Tundra,Silver
246463,"46.01441,8.86157",571,Unknown,Subarctic climate,Ankerite
3213,"46.64417,8.70917",1673,Gorge,Tundra,Pearceite-T2ac
22190,"46.54639,9.46222",2153,Mine,Tundra,Palenzonaite
3211,"46.55333,9.64694",2143,Mine (Abandoned) - last checked 2023,Tundra,Illite
29322,"46.84778,9.43667",1244,Mine,Tundra,Brookite
191625,"46.15111,7.45389",1045,Unknown,Tundra,Sphalerite
134118,"47.06448,9.18338",1878,Mine (Inactive) - last checked 2020,Temperate oceanic climate,Thometzekite
43246,"46.22449,7.71244",1771,Valley,Tundra,Arsenopyrite
134067,"46.30197,10.02993",1757,Hamlet,Tundra,Brucite
122688,"46.03748,7.18409",2386,Unknown,Tundra,Cornubite
122690,"46.16474,7.61815",1721,Mine,Tundra,Gersdorffite
3233,"46.21667,7.60000",1607,Mine,Tundra,Zincolivenite
132095,"46.57250,8.41500",2413,Mountain Area,Subarctic climate,Brookite
122696,"46.11527,8.69592",394,Valley,Subarctic climate,Zircon
7758,"46.69243,8.70162",2441,Valley,Tundra,Adularia
10231,"46.21667,7.60000",1607,Mine,Tundra,Safflorite
3221,"46.32476,8.00722",696,Tunnel,Subarctic climate,Arsenopyrite
122628,"46.26083,7.02917",492,Mine,Tundra,Batoniite
134047,"46.86778,9.43806",2369,Unknown,Tundra,Brookite
29206,"46.09614,7.07974",474,Tunnel,Tundra,Graphite
11336,"46.09111,7.11194",1416,Unknown,Tundra,Anatase
107785,"46.30306,8.14056",3089,Occurrence,Subarctic climate,Metazeunerite
108726,"46.21483,7.60335",1626,Mine,Tundra,Magnetite
56576,"47.05250,9.17306",2211,Unknown,Temperate oceanic climate,Segnitite
123561,"46.32306,7.75694",1157,Tunnel,Tundra,Todorokite
223683,"46.16486,7.70432",2540,Unknown,Tundra,Gersdorffite
23617,"46.12000,7.00139",1652,Prospect,Tundra,Pyrrhotite
122627,"46.53047,9.32470",1795,Deposit,Tundra,Galaxite
418871,"46.62215,8.83949",1698,Placer,Tundra,Hematite
29216,"46.08909,7.10774",1313,Unknown,Tundra,Hematite
7758,"46.69243,8.70162",2411,Valley,Tundra,Adularia
14685,"46.16583,7.72333",2807,Glacier,Tundra,Spessartine
31871,"46.32028,7.75500",850,Tunnel,Tundra,Arsenopyrite
7685,"46.29500,9.11361",885,Group of Quarries,Subarctic climate,Vanadinite
122692,"46.19028,7.68056",2500,Mine,Tundra,Molybdenite-2H
3213,"46.64417,8.70917",1673,Gorge,Tundra,Anilite
22190,"46.54639,9.46222",2153,Mine,Tundra,Roméite
3211,"46.55333,9.64694",2143,Mine (Abandoned) - last checked 2023,Tundra,Rhodonite
29322,"46.84778,9.43667",1244,Mine,Tundra,Arsenopyrite
191625,"46.15111,7.45389",1045,Unknown,Tundra,Aurichalcite
134118,"47.06448,9.18338",1878,Mine (Inactive) - last checked 2020,Temperate oceanic climate,Wittichenite
43246,"46.22449,7.71244",1771,Valley,Tundra,Zircon
134067,"46.30197,10.02993",1757,Hamlet,Tundra,Malachite
122688,"46.03748,7.18409",2386,Unknown,Tundra,Kaolinite
122690,"46.16474,7.61815",1721,Mine,Tundra,Löllingite
3233,"46.21667,7.60000",1607,Mine,Tundra,Linarite
132095,"46.57250,8.41500",2413,Mountain Area,Subarctic climate,Rock Crystal
122696,"46.11527,8.69592",394,Valley,Subarctic climate,Jahnsite
7758,"46.69243,8.70162",2441,Valley,Tundra,Laumontite
10231,"46.21667,7.60000",1607,Mine,Tundra,Bismuth
3221,"46.32476,8.00722",696,Tunnel,Subarctic climate,Spessartine
122628,"46.26083,7.02917",492,Mine,Tundra,Hydrozincite
134047,"46.86778,9.43806",2369,Unknown,Tundra,Rock Crystal
29206,"46.09614,7.07974",474,Tunnel,Tundra,Scheelite
11336,"46.09111,7.11194",1416,Unknown,Tundra,Azurite
107785,"46.30306,8.14056",3089,Occurrence,Subarctic climate,Malachite
108726,"46.21483,7.60335",1626,Mine,Tundra,Hornblende Root Name
56576,"47.05250,9.17306",2211,Unknown,Temperate oceanic climate,Carminite
123561,"46.32306,7.75694",1157,Tunnel,Tundra,Hemimorphite
223683,"46.16486,7.70432",2540,Unknown,Tundra,Löllingite
23617,"46.12000,7.00139",1652,Prospect,Tundra,Kasolite
418871,"46.62215,8.83949",1698,Placer,Tundra,Stolzite
29216,"46.08909,7.10774",1313,Unknown,Tundra,Aurichalcite
7758,"46.69243,8.70162",2411,Valley,Tundra,Laumontite
14685,"46.16583,7.72333",2807,Glacier,Tundra,Manganite
31871,"46.32028,7.75500",850,Tunnel,Tundra,Sphalerite
7685,"46.29500,9.11361",885,Group of Quarries,Subarctic climate,Asbestos
122692,"46.19028,7.68056",2500,Mine,Tundra,Annabergite
3213,"46.64417,8.70917",1673,Gorge,Tundra,Aikinite
22190,"46.54639,9.46222",2153,Mine,Tundra,Rüdlingerite
3211,"46.55333,9.64694",2143,Mine (Abandoned) - last checked 2023,Tundra,Cabalzarite
29322,"46.84778,9.43667",1244,Mine,Tundra,Wulfenite
191625,"46.15111,7.45389",1045,Unknown,Tundra,Greenockite
134118,"47.06448,9.18338",1878,Mine (Inactive) - last checked 2020,Temperate oceanic climate,Baryte
43246,"46.22449,7.71244",1771,Valley,Tundra,Manganite
134067,"46.30197,10.02993",1757,Hamlet,Tundra,Riebeckite Root Name
122688,"46.03748,7.18409",2386,Unknown,Tundra,Cornwallite
122690,"46.16474,7.61815",1721,Mine,Tundra,Erythrite
3233,"46.21667,7.60000",1607,Mine,Tundra,Pyromorphite
132095,"46.57250,8.41500",2413,Mountain Area,Subarctic climate,Arsenopyrite
122696,"46.11527,8.69592",394,Valley,Subarctic climate,Metatorbernite
7758,"46.69243,8.70162",2441,Valley,Tundra,Fluorite
10231,"46.21667,7.60000",1607,Mine,Tundra,Atelestite
3221,"46.32476,8.00722",696,Tunnel,Subarctic climate,Aikinite
122628,"46.26083,7.02917",492,Mine,Tundra,Salammoniac
134047,"46.86778,9.43806",2369,Unknown,Tundra,Arsenopyrite
29206,"46.09614,7.07974",474,Tunnel,Tundra,Monazite
11336,"46.09111,7.11194",1416,Unknown,Tundra,Fluorapatite
107785,"46.30306,8.14056",3089,Occurrence,Subarctic climate,Makovickyite
108726,"46.21483,7.60335",1626,Mine,Tundra,Titanite
56576,"47.05250,9.17306",2211,Unknown,Temperate oceanic climate,Wulfenite
123561,"46.32306,7.75694",1157,Tunnel,Tundra,Sphalerite
223683,"46.16486,7.70432",2540,Unknown,Tundra,Erythrite
23617,"46.12000,7.00139",1652,Prospect,Tundra,Phosphuranylite
418871,"46.62215,8.83949",1698,Placer,Tundra,Schorl
29216,"46.08909,7.10774",1313,Unknown,Tundra,Hydrohetaerolite
7758,"46.69243,8.70162",2411,Valley,Tundra,Fluorite
14685,"46.16583,7.72333",2807,Glacier,Tundra,Hausmannite
31871,"46.32028,7.75500",850,Tunnel,Tundra,Adularia
7685,"46.29500,9.11361",885,Group of Quarries,Subarctic climate,Chabazite-Ca
122692,"46.19028,7.68056",2500,Mine,Tundra,Kupčíkite
3213,"46.64417,8.70917",1673,Gorge,Tundra,Hematite
22190,"46.54639,9.46222",2153,Mine,Tundra,Parsettensite
3211,"46.55333,9.64694",2143,Mine (Abandoned) - last checked 2023,Tundra,Lindbergite
29322,"46.84778,9.43667",1244,Mine,Tundra,Hematite
191625,"46.15111,7.45389",1045,Unknown,Tundra,Sulphur
134118,"47.06448,9.18338",1878,Mine (Inactive) - last checked 2020,Temperate oceanic climate,Powellite
43246,"46.22449,7.71244",1771,Valley,Tundra,Phengite
134067,"46.30197,10.02993",1757,Hamlet,Tundra,Breithauptite
122690,"46.16474,7.61815",1721,Mine,Tundra,Fibroferrite
3233,"46.21667,7.60000",1607,Mine,Tundra,Segnitite
132095,"46.57250,8.41500",2413,Mountain Area,Subarctic climate,Bavenite
122696,"46.11527,8.69592",394,Valley,Subarctic climate,Vivianite
7758,"46.69243,8.70162",2441,Valley,Tundra,Stilbite
10231,"46.21667,7.60000",1607,Mine,Tundra,Annabergite
3221,"46.32476,8.00722",696,Tunnel,Subarctic climate,Orthoclase
122628,"46.26083,7.02917",492,Mine,Tundra,Sideronatrite
